date,symbol,ret_1d_pct,vol_20d_pct,rsi_14
2024-02-19,512800,,,
2024-02-20,512800,0.349,,
2024-02-21,512800,2.9565,,
2024-02-22,512800,0.1689,,
2024-02-23,512800,0.3373,,
2024-02-26,512800,-2.521,,
2024-02-27,512800,0.1724,,
2024-02-28,512800,-0.1721,,
2024-02-29,512800,0.1724,,
2024-03-01,512800,0.1721,,
2024-03-04,512800,-1.0309,,
2024-03-05,512800,2.0833,,
2024-03-06,512800,-1.0204,,
2024-03-07,512800,0.3436,,
2024-03-08,512800,-0.1712,,57.35
2024-03-11,512800,-0.1715,,55.22
2024-03-12,512800,-0.6873,,37.04
2024-03-13,512800,-1.0381,,32.2
2024-03-14,512800,-0.1748,,29.31
2024-03-15,512800,0.5254,,43.48
2024-03-18,512800,0.0,17.8238,42.22
2024-03-19,512800,-0.8711,18.0451,38.78
2024-03-20,512800,0.8787,14.6464,43.4
2024-03-21,512800,0.5226,14.8016,45.45
2024-03-22,512800,-0.3466,14.7125,49.02
2024-03-25,512800,0.5217,11.9621,38.1
2024-03-26,512800,1.3841,12.946,54.55
2024-03-27,512800,0.3413,12.9596,54.55
2024-03-28,512800,-1.0204,13.5163,48.98
2024-03-29,512800,-0.1718,13.5174,48.98
2024-04-01,512800,1.0327,13.4249,58.82
2024-04-02,512800,0.0,11.1893,66.67
2024-04-03,512800,-0.5111,10.7129,63.83
2024-04-08,512800,0.6849,10.9165,64.58
2024-04-09,512800,-0.6803,11.191,59.62
2024-04-10,512800,0.1712,11.183,66.67
2024-04-11,512800,-0.1709,10.8913,61.36
2024-04-12,512800,-0.6849,10.4863,53.33
2024-04-15,512800,2.069,12.599,65.45
2024-04-16,512800,0.1689,12.5342,64.15
2024-04-17,512800,1.6863,13.6204,65.45
2024-04-18,512800,0.8292,13.0908,67.24
2024-04-19,512800,-0.1645,13.04,73.58
2024-04-22,512800,-0.8237,13.5766,68.42
2024-04-23,512800,0.0,13.4413,64.71
2024-04-24,512800,-0.3322,13.5395,62.26
2024-04-25,512800,1.5,13.6806,71.19
2024-04-26,512800,-1.4778,14.8947,59.38
2024-04-29,512800,1.0,14.5931,66.67
2024-04-30,512800,0.495,14.5559,67.65
2024-05-06,512800,0.0,14.2683,68.66
2024-05-07,512800,0.0,14.2683,73.02
2024-05-08,512800,0.0,14.0499,66.67
2024-05-09,512800,0.1642,13.9393,66.67
2024-05-10,512800,1.1475,13.9401,64.58
2024-05-13,512800,0.6483,13.994,63.83
2024-05-14,512800,-0.4831,14.1768,61.22
2024-05-15,512800,-0.3236,13.9036,65.22
2024-05-16,512800,1.7857,13.4562,71.93
2024-05-17,512800,1.2759,13.8897,77.78
2024-05-20,512800,-0.4724,13.2254,70.18
2024-05-21,512800,0.6329,13.1271,84.62
2024-05-22,512800,0.4717,13.0686,83.67
2024-05-23,512800,-0.626,12.8683,76.0
2024-05-24,512800,-0.9449,13.5506,67.86
2024-05-27,512800,1.4308,14.029,72.31
2024-05-28,512800,-0.4702,13.5497,69.12
2024-05-29,512800,-0.9449,12.7779,63.01
2024-05-30,512800,-0.6359,12.8057,55.71
2024-05-31,512800,0.32,12.7595,54.41
2024-06-03,512800,-1.1164,13.5247,51.39
2024-06-04,512800,0.6452,13.6591,55.41
2024-06-05,512800,-1.2821,14.5444,42.25
