date,symbol,ret_1d_pct,vol_20d_pct,rsi_14
2024-02-19,512660,,,
2024-02-20,512660,-0.1203,,
2024-02-21,512660,0.4819,,
2024-02-22,512660,1.0791,,
2024-02-23,512660,0.949,,
2024-02-26,512660,0.47,,
2024-02-27,512660,3.1579,,
2024-02-28,512660,-3.7415,,
2024-02-29,512660,4.0047,,
2024-03-01,512660,1.5855,,
2024-03-04,512660,0.0,,
2024-03-05,512660,0.6689,,
2024-03-06,512660,-0.443,,
2024-03-07,512660,-2.3359,,
2024-03-08,512660,1.5945,,67.04
2024-03-11,512660,1.3453,,69.47
2024-03-12,512660,0.3319,,69.31
2024-03-13,512660,0.2205,,68.13
2024-03-14,512660,-1.7602,,61.05
2024-03-15,512660,0.8959,,61.86
2024-03-18,512660,2.3307,28.0351,60.64
2024-03-19,512660,-0.4338,28.1542,71.7
2024-03-20,512660,0.2179,28.1746,64.57
2024-03-21,512660,0.0,28.1442,60.18
2024-03-22,512660,-1.413,28.8325,53.97
2024-03-25,512660,-2.3153,30.3163,43.97
2024-03-26,512660,-0.2257,28.2391,44.6
2024-03-27,512660,-3.6199,28.0264,41.33
2024-03-28,512660,3.9906,28.0,48.24
2024-03-29,512660,1.5801,27.996,48.84
2024-04-01,512660,1.0,28.2053,50.56
2024-04-02,512660,-1.1001,28.4149,47.31
2024-04-03,512660,-1.5573,28.9126,47.83
2024-04-08,512660,-2.0339,28.616,41.24
2024-04-09,512660,0.4614,28.0303,35.59
2024-04-10,512660,-1.837,28.1235,33.33
2024-04-11,512660,-0.4678,28.0422,31.94
2024-04-12,512660,-0.47,27.9781,31.28
2024-04-15,512660,2.4793,29.1426,40.39
2024-04-16,512660,-4.0323,31.9645,37.79
2024-04-17,512660,3.4814,33.4801,45.49
2024-04-18,512660,0.464,33.5892,53.24
2024-04-19,512660,1.2702,33.9972,47.67
2024-04-22,512660,1.4823,34.5259,47.4
2024-04-23,512660,-1.6854,34.672,41.41
2024-04-24,512660,2.0571,34.5351,48.54
2024-04-25,512660,-1.1198,34.7789,49.5
2024-04-26,512660,1.0193,32.1429,56.48
2024-04-29,512660,1.2332,29.2455,58.0
2024-04-30,512660,-1.3289,29.1304,59.18
2024-05-06,512660,0.8979,29.0845,62.0
2024-05-07,512660,2.6696,30.3132,67.27
2024-05-08,512660,-1.4085,30.2065,59.91
2024-05-09,512660,3.2967,30.9956,75.85
2024-05-10,512660,-0.8511,31.3225,68.82
2024-05-13,512660,-1.073,30.7242,64.58
2024-05-14,512660,-0.5423,30.7531,60.75
2024-05-15,512660,-1.3086,31.2056,54.05
2024-05-16,512660,-0.442,30.2707,57.47
2024-05-17,512660,1.8868,26.3177,57.23
2024-05-20,512660,1.0893,23.9904,63.01
2024-05-21,512660,-1.5086,24.9037,56.18
2024-05-22,512660,-0.4376,24.7419,52.05
2024-05-23,512660,-0.7692,24.4792,53.61
2024-05-24,512660,-2.2148,25.0521,45.51
