date,symbol,ret_1d_pct,vol_20d_pct,rsi_14
2024-02-19,510880,,,
2024-02-20,510880,1.5002,,
2024-02-21,510880,-0.2351,,
2024-02-22,510880,1.9529,,
2024-02-23,510880,-0.5945,,
2024-02-26,510880,-2.2924,,
2024-02-27,510880,0.578,,
2024-02-28,510880,-0.2028,,
2024-02-29,510880,0.6098,,
2024-03-01,510880,-0.1684,,
2024-03-04,510880,0.9106,,
2024-03-05,510880,0.7019,,
2024-03-06,510880,-0.0664,,
2024-03-07,510880,0.631,,
2024-03-08,510880,0.5611,,67.38
2024-03-11,510880,-1.0502,,56.01
2024-03-12,510880,-2.3549,,46.58
2024-03-13,510880,-0.6114,,35.0
2024-03-14,510880,0.3076,,38.67
2024-03-15,510880,-0.2044,,47.76
2024-03-18,510880,-0.5804,17.0894,41.42
2024-03-19,510880,-0.0687,16.1048,42.05
2024-03-20,510880,0.2062,16.1351,39.29
2024-03-21,510880,0.1372,14.2703,41.04
2024-03-22,510880,0.2055,14.2429,35.65
2024-03-25,510880,0.3418,11.8204,32.42
2024-03-26,510880,-0.579,11.7758,30.34
2024-03-27,510880,-0.0343,11.7646,24.07
2024-03-28,510880,-0.2742,11.5177,16.91
2024-03-29,510880,0.6873,11.8456,28.21
2024-04-01,510880,-0.1706,11.2829,42.64
2024-04-02,510880,0.7179,11.2984,57.58
2024-04-03,510880,1.2559,12.2969,65.0
2024-04-08,510880,0.3352,12.1253,69.51
2024-04-09,510880,-0.5012,11.9907,70.37
2024-04-10,510880,0.3694,11.5685,73.1
2024-04-11,510880,1.3382,8.887,77.56
2024-04-12,510880,-0.2311,8.5547,74.52
2024-04-15,510880,2.184,11.169,80.22
2024-04-16,510880,0.4534,11.0522,80.51
2024-04-17,510880,1.0638,10.8751,87.5
2024-04-18,510880,0.2871,10.7567,88.18
2024-04-19,510880,0.6997,10.7877,91.29
2024-04-22,510880,-2.7479,15.5713,69.76
2024-04-23,510880,-1.5589,16.8734,62.62
2024-04-24,510880,0.033,16.8702,60.75
2024-04-25,510880,0.6266,16.7057,58.9
2024-04-26,510880,-0.9505,17.2046,53.62
2024-04-29,510880,-1.1251,17.7593,51.19
2024-04-30,510880,0.4351,17.6783,51.42
2024-05-06,510880,0.5665,17.708,48.62
2024-05-07,510880,0.0,17.5924,49.49
2024-05-08,510880,0.729,17.2396,43.1
2024-05-09,510880,0.3618,17.2447,42.61
2024-05-10,510880,0.6227,17.185,40.18
2024-05-13,510880,0.1303,17.1669,39.26
2024-05-14,510880,-0.4229,16.6757,33.44
2024-05-15,510880,-0.0327,16.645,45.89
2024-05-16,510880,0.2288,14.6788,59.47
2024-05-17,510880,0.6847,14.8022,63.33
2024-05-20,510880,1.263,15.0108,66.52
2024-05-21,510880,0.5117,15.0904,77.88
2024-05-22,510880,0.0,14.8644,92.35
2024-05-23,510880,-1.3363,12.0153,73.58
2024-05-24,510880,-0.1612,10.4768,69.5
2024-05-27,510880,1.8411,12.1386,76.26
2024-05-28,510880,-0.2854,12.1438,71.31
2024-05-29,510880,0.0954,11.4298,70.34
2024-05-30,510880,-0.7309,10.8943,61.25
2024-05-31,510880,0.2241,10.866,61.73
2024-06-03,510880,-0.9901,11.5787,57.47
2024-06-04,510880,0.4194,11.6087,59.71
2024-06-05,510880,-1.2207,12.3736,51.32
2024-06-06,510880,0.5528,12.4537,50.67
2024-06-07,510880,0.8732,12.6317,48.61
2024-06-11,510880,-1.7954,14.2769,37.8
2024-06-12,510880,1.3386,14.9607,44.72
2024-06-13,510880,-0.9021,15.356,46.48
2024-06-14,510880,0.1625,15.3465,47.89
2024-06-17,510880,-1.3632,15.8946,33.24
2024-06-18,510880,0.2303,15.1467,35.5
2024-06-19,510880,0.0,14.9685,34.93
2024-06-20,510880,0.197,15.0113,38.68
2024-06-21,510880,0.1638,14.3594,38.29
2024-06-24,510880,-1.3739,15.0909,37.0
2024-06-25,510880,0.4312,13.384,37.0
2024-06-26,510880,0.2642,13.4786,43.43
2024-06-27,510880,0.0,13.4578,40.0
2024-06-28,510880,0.7576,13.6791,39.13
2024-07-01,510880,2.2229,15.9601,61.11
2024-07-02,510880,0.064,15.527,55.02
