date,symbol,ret_1d_pct,vol_20d_pct,rsi_14
2020-11-16,588080,,,
2020-11-17,588080,-0.8972,,
2020-11-18,588080,-0.766,,
2020-11-19,588080,0.9123,,
2020-11-20,588080,-0.2086,,
2020-11-23,588080,-0.9059,,
2020-11-24,588080,-0.3516,,
2020-11-25,588080,-1.5526,,
2020-11-26,588080,-0.2867,,
2020-11-27,588080,0.2876,,
2020-11-30,588080,-0.2867,,
2020-12-01,588080,1.294,,
2020-12-02,588080,0.3549,,
2020-12-03,588080,0.0707,,
2020-12-04,588080,-0.424,,33.61
2020-12-07,588080,0.0,,37.61
2020-12-08,588080,-0.3549,,39.81
2020-12-09,588080,-2.208,,23.14
2020-12-10,588080,-0.3642,,22.76
2020-12-11,588080,0.6579,,31.09
2020-12-14,588080,1.7429,14.5305,44.2
2020-12-15,588080,-0.571,14.3575,49.19
2020-12-16,588080,-1.2204,14.7033,44.53
2020-12-17,588080,1.1628,14.9724,48.99
2020-12-18,588080,0.0718,14.993,50.68
2020-12-21,588080,1.7229,16.0856,52.63
2020-12-22,588080,-1.976,17.5099,42.86
2020-12-23,588080,1.0799,17.0897,47.09
2020-12-24,588080,-1.6382,18.0748,43.2
2020-12-25,588080,0.0724,18.0408,43.48
2020-12-28,588080,-0.9407,18.3065,41.86
2020-12-29,588080,0.0,17.5866,48.91
2020-12-30,588080,1.6801,18.6747,55.94
2020-12-31,588080,1.9397,19.9955,59.55
2021-01-04,588080,2.1846,21.3243,60.79
2021-01-05,588080,0.1379,21.3168,63.35
2021-01-06,588080,-0.6198,21.422,65.73
2021-01-07,588080,-2.1483,21.3359,54.39
2021-01-08,588080,-0.2125,21.2943,53.48
2021-01-11,588080,0.8517,21.3659,50.92
2021-01-12,588080,0.9148,20.7485,61.08
2021-01-13,588080,0.2789,20.5893,58.85
2021-01-14,588080,2.7121,21.7724,73.08
2021-01-15,588080,0.1354,21.5769,73.21
2021-01-18,588080,2.0284,22.39,80.97
2021-01-19,588080,-2.1206,23.5289,70.93
2021-01-20,588080,2.2343,23.0636,72.01
2021-01-21,588080,0.1325,22.9536,69.14
2021-01-22,588080,0.3307,21.6852,65.44
2021-01-25,588080,0.6592,21.6391,66.67
2021-01-26,588080,-1.4407,22.1502,63.03
2021-01-27,588080,-1.0631,22.771,67.26
2021-01-28,588080,-2.4849,24.4758,58.37
2021-01-29,588080,0.0,23.6245,56.33
2021-02-01,588080,0.0,22.3367,53.88
2021-02-02,588080,1.0331,22.6254,55.97
2021-02-03,588080,-1.636,23.3083,42.54
2021-02-04,588080,-1.5246,22.6377,38.31
2021-02-05,588080,-1.3371,23.1511,27.43
2021-02-08,588080,0.6419,23.0588,34.58
2021-02-09,588080,3.2601,25.6807,38.33
2021-02-10,588080,0.6863,25.7606,40.43
2021-02-18,588080,-0.409,23.898,38.14
2021-02-19,588080,-0.4107,23.9223,34.48
2021-02-22,588080,-2.4055,23.9387,32.65
2021-02-23,588080,0.0,22.9543,34.93
2021-02-24,588080,-1.5493,21.5476,37.38
2021-02-25,588080,-1.1445,21.6247,34.78
2021-02-26,588080,-1.8813,22.0017,31.25
2021-03-01,588080,2.4336,24.0972,35.77
2021-03-02,588080,-0.432,23.818,38.28
2021-03-03,588080,0.3615,23.8376,43.1
2021-03-04,588080,-2.2334,23.5525,41.04
2021-03-05,588080,0.2948,23.63,39.84
2021-03-08,588080,-4.1881,27.2883,20.23
2021-03-09,588080,-3.1442,28.1461,14.58
2021-03-10,588080,0.1584,28.1014,15.49
2021-03-11,588080,2.3715,29.827,24.03
2021-03-12,588080,-0.5405,29.645,26.43
2021-03-15,588080,-2.9503,30.6841,23.27
2021-03-16,588080,-0.4,27.1455,24.58
2021-03-17,588080,1.2048,27.5733,29.67
2021-03-18,588080,0.5556,27.9385,34.16
2021-03-19,588080,-0.9471,27.931,24.23
2021-03-22,588080,1.0359,27.8507,28.46
2021-03-23,588080,-0.3943,27.7826,26.59
2021-03-24,588080,-1.1085,27.6199,28.4
2021-03-25,588080,-0.1601,27.5587,27.02
2021-03-26,588080,2.7265,29.2907,44.89
2021-03-29,588080,-0.4684,27.4974,53.16
2021-03-30,588080,-0.2353,27.5044,51.83
2021-03-31,588080,0.0786,27.4183,43.21
2021-04-01,588080,1.414,27.2702,50.87
2021-04-02,588080,2.5562,28.9805,72.02
2021-04-06,588080,0.0,24.6805,74.23
2021-04-07,588080,0.3021,21.5252,72.37
2021-04-08,588080,-0.8283,21.8692,66.03
2021-04-09,588080,-1.6705,21.2702,62.05
2021-04-12,588080,-2.0077,22.3811,50.28
2021-04-13,588080,0.0,19.6156,51.72
2021-04-14,588080,0.8668,19.7173,59.06
2021-04-15,588080,0.7812,19.4714,62.01
2021-04-16,588080,0.7752,19.5513,56.13
2021-04-19,588080,1.9231,20.0898,64.37
2021-04-20,588080,-0.6792,20.1556,62.22
2021-04-21,588080,-0.304,20.1231,60.66
2021-04-22,588080,1.372,19.9122,60.66
2021-04-23,588080,0.4511,19.8339,53.85
2021-04-26,588080,0.2994,17.7418,55.0
2021-04-27,588080,-0.3731,17.6952,52.17
2021-04-28,588080,1.1236,17.8716,60.0
2021-04-29,588080,0.0,17.887,69.23
2021-04-30,588080,-0.0741,17.432,83.9
2021-05-06,588080,-1.1119,15.7051,74.44
2021-05-07,588080,-2.9235,18.9109,54.66
2021-05-10,588080,-1.1583,19.2033,46.99
2021-05-11,588080,0.3125,19.1168,45.0
2021-05-12,588080,1.2461,18.7795,41.72
2021-05-13,588080,0.0769,17.1747,44.76
2021-05-14,588080,1.9985,18.3954,54.55
2021-05-17,588080,1.9593,19.2842,56.65
2021-05-18,588080,-0.5913,19.4304,52.57
2021-05-19,588080,0.5204,19.354,53.37
2021-05-20,588080,0.1479,18.2567,55.43
2021-05-21,588080,-1.034,18.503,47.13
2021-05-24,588080,1.2687,18.8892,51.83
2021-05-25,588080,2.6529,20.4482,59.73
2021-05-26,588080,-0.2154,20.4936,63.08
