date,symbol,ret_1d_pct,vol_20d_pct,rsi_14
2024-02-19,159915,,,
2024-02-20,159915,-0.0589,,
2024-02-21,159915,0.4127,,
2024-02-22,159915,0.411,,
2024-02-23,159915,-0.0585,,
2024-02-26,159915,-0.2926,,
2024-02-27,159915,2.4648,,
2024-02-28,159915,-2.5773,,
2024-02-29,159915,3.5273,,
2024-03-01,159915,0.795,,
2024-03-04,159915,0.4507,,
2024-03-05,159915,-0.1683,,
2024-03-06,159915,0.1124,,
2024-03-07,159915,-2.2447,,
2024-03-08,159915,0.8037,,61.85
2024-03-11,159915,4.7836,,71.69
2024-03-12,159915,0.5978,,72.02
2024-03-13,159915,-0.5402,,69.32
2024-03-14,159915,-0.4889,,67.72
2024-03-15,159915,0.0546,,68.8
2024-03-18,159915,2.2913,27.2281,68.8
2024-03-19,159915,-1.1733,27.8199,73.75
2024-03-20,159915,0.1619,27.8396,68.06
2024-03-21,159915,-0.5388,28.0585,63.71
2024-03-22,159915,-1.571,28.8863,56.07
2024-03-25,159915,-1.9813,29.965,50.16
2024-03-26,159915,0.6176,28.8406,51.55
2024-03-27,159915,-2.7902,29.1157,50.0
2024-03-28,159915,0.9185,26.4333,50.3
2024-03-29,159915,0.5688,26.3557,36.15
2024-04-01,159915,3.0543,28.4891,45.21
2024-04-02,159915,-0.7684,28.6498,44.63
2024-04-03,159915,-0.9956,28.9088,43.35
2024-04-08,159915,-1.7877,28.4724,39.19
2024-04-09,159915,1.0808,28.5851,34.88
2024-04-10,159915,-2.1384,23.5839,33.24
2024-04-11,159915,-0.46,23.3647,31.88
2024-04-12,159915,-1.0399,23.4929,31.16
2024-04-15,159915,1.9264,24.829,40.06
2024-04-16,159915,-1.89,25.4857,40.4
2024-04-17,159915,1.9848,25.0884,44.03
2024-04-18,159915,-0.5152,24.907,49.4
2024-04-19,159915,-1.8987,25.4591,42.49
2024-04-22,159915,-0.1173,25.475,40.58
2024-04-23,159915,0.1174,25.1398,30.03
2024-04-24,159915,0.8211,24.6253,34.81
2024-04-25,159915,-0.1745,24.451,36.69
2024-04-26,159915,3.38,25.5823,52.63
2024-04-29,159915,3.5513,28.2617,58.62
2024-04-30,159915,-1.1432,28.6442,61.63
2024-05-06,159915,2.0374,27.4802,66.94
2024-05-07,159915,-0.1619,27.3103,69.86
2024-05-08,159915,-1.5676,27.6954,61.0
2024-05-09,159915,1.922,27.4709,70.85
2024-05-10,159915,-0.8621,27.5905,64.31
2024-05-13,159915,-1.25,26.7646,61.65
2024-05-14,159915,-0.2201,26.6956,67.42
2024-05-15,159915,-0.8825,26.6009,64.51
2024-05-16,159915,0.2226,25.8562,64.72
2024-05-17,159915,1.2771,24.9411,65.67
2024-05-20,159915,0.3838,24.1642,66.96
2024-05-21,159915,-0.71,24.2553,57.48
2024-05-22,159915,1.1551,23.0842,50.4
2024-05-23,159915,-1.5226,24.0132,49.03
2024-05-24,159915,-1.6565,25.0151,35.71
2024-05-27,159915,0.6176,24.9617,38.85
2024-05-28,159915,-1.2835,25.4986,39.76
2024-05-29,159915,0.1696,22.4989,31.08
2024-05-30,159915,0.2822,18.2546,35.07
2024-05-31,159915,-0.2814,17.8915,38.34
2024-06-03,159915,0.5643,16.2259,42.21
2024-06-04,159915,1.3468,17.1199,52.17
2024-06-05,159915,-0.5537,16.3393,48.83
2024-06-06,159915,-0.6125,14.6418,40.3
2024-06-07,159915,-2.0728,15.9503,32.03
2024-06-11,159915,0.2288,15.5818,35.14
2024-06-12,159915,-0.5137,15.6273,27.14
2024-06-13,159915,-0.0574,15.4168,31.15
2024-06-14,159915,0.8037,15.7381,42.51
2024-06-17,159915,0.6834,15.169,42.86
2024-06-18,159915,0.4525,15.2031,52.29
2024-06-19,159915,-1.295,15.6259,44.51
2024-06-20,159915,-1.4261,15.3913,37.31
2024-06-21,159915,-0.2894,14.706,37.31
2024-06-24,159915,-1.567,14.5951,29.52
2024-06-25,159915,-1.7689,15.1814,17.59
2024-06-26,159915,1.9808,16.8739,29.71
2024-06-27,159915,-1.7069,17.6318,27.63
2024-06-28,159915,-1.0778,17.7071,29.83
2024-07-01,159915,-0.1211,17.7255,28.39
2024-07-02,159915,-1.0303,17.5371,27.46
2024-07-03,159915,-0.2449,16.2622,27.13
2024-07-04,159915,-0.798,16.2942,21.54
2024-07-05,159915,0.4332,16.636,19.92
2024-07-08,159915,-1.6636,16.1697,15.38
2024-07-09,159915,1.5038,17.4602,24.52
2024-07-10,159915,-0.1235,17.4771,26.89
2024-07-11,159915,2.225,19.742,37.17
2024-07-12,159915,-0.0605,19.3641,41.15
2024-07-15,159915,-0.7864,19.0802,44.25
2024-07-16,159915,1.4634,19.9734,41.94
2024-07-17,159915,-0.0601,19.6504,48.15
2024-07-18,159915,1.383,19.9592,58.76
2024-07-19,159915,0.3559,20.0159,60.61
2024-07-22,159915,0.0591,19.2341,66.48
2024-07-23,159915,-3.1305,21.3807,52.38
2024-07-24,159915,-1.2805,20.3405,50.63
2024-07-25,159915,-0.3088,19.5884,48.1
2024-07-26,159915,0.8055,19.5627,56.95
2024-07-29,159915,-1.4136,20.138,46.4
2024-07-30,159915,-0.187,19.8605,46.19
2024-07-31,159915,3.5603,23.6937,50.82
2024-08-01,159915,-1.3269,24.0311,46.79
2024-08-02,159915,-1.6504,24.7438,44.44
2024-08-05,159915,-2.051,25.118,34.72
2024-08-06,159915,1.3325,24.9843,39.29
2024-08-07,159915,-0.5009,25.033,33.45
2024-08-08,159915,-0.4405,23.5222,31.29
2024-08-09,159915,-1.0114,23.6827,29.45
2024-08-12,159915,-0.1916,23.6011,35.14
2024-08-13,159915,0.9597,23.1859,41.9
2024-08-14,159915,-1.4575,23.5579,39.11
2024-08-15,159915,0.6431,22.9859,38.43
2024-08-16,159915,-0.2556,22.8347,41.37
2024-08-19,159915,-0.1281,22.7952,41.53
2024-08-20,159915,-1.2829,20.7097,21.8
2024-08-21,159915,-0.6498,20.4366,23.12
2024-08-22,159915,-0.8502,20.5376,24.86
2024-08-23,159915,0.066,20.1719,30.72
2024-08-26,159915,-0.1318,19.7778,19.4
2024-08-27,159915,-0.9901,19.9338,18.44
2024-08-28,159915,0.0667,13.8473,20.0
2024-08-29,159915,0.7995,14.2005,29.77
2024-08-30,159915,2.5777,16.8854,46.71
2024-09-02,159915,-2.8995,18.3417,31.98
2024-09-03,159915,1.1944,18.1929,42.19
2024-09-04,159915,0.0,18.1787,39.01
2024-09-05,159915,0.7213,18.44,43.39
2024-09-06,159915,-1.8229,19.159,38.14
2024-09-09,159915,0.3316,19.2452,43.5
2024-09-10,159915,-0.0661,18.7961,45.55
2024-09-11,159915,1.0582,18.6967,53.09
2024-09-12,159915,-0.1963,18.502,52.04
2024-09-13,159915,-1.0492,18.7897,48.57
2024-09-18,159915,-0.3313,18.7986,51.0
2024-09-19,159915,0.9973,18.755,54.21
2024-09-20,159915,-0.7242,18.788,48.83
2024-09-23,159915,-0.4642,18.6225,35.91
2024-09-24,159915,5.7295,27.701,68.02
2024-09-25,159915,1.4493,27.9866,68.72
2024-09-26,159915,4.7205,31.5568,76.57
2024-09-27,159915,10.3203,46.6287,84.76
2024-09-30,159915,20.0,81.5934,94.69
2024-10-08,159915,19.9821,103.4659,96.56
2024-10-09,159915,-16.2808,122.6246,71.65
2024-10-10,159915,-3.033,124.0304,68.58
2024-10-11,159915,-5.2438,126.5604,64.47
2024-10-14,159915,2.7184,126.5321,66.07
2024-10-15,159915,-3.3554,127.2458,63.84
2024-10-16,159915,-2.2005,127.9563,62.12
2024-10-17,159915,-0.25,127.9916,62.3
2024-10-18,159915,8.0702,129.9362,65.35
2024-10-21,159915,0.5102,129.7988,64.09
2024-10-22,159915,0.3692,129.4427,63.83
2024-10-23,159915,-0.5977,129.5138,62.02
2024-10-24,159915,-1.3876,130.0674,57.41
2024-10-25,159915,3.0019,129.698,48.82
2024-10-28,159915,-0.3643,129.6712,27.52
2024-10-29,159915,-2.4223,129.9632,42.43
2024-10-30,159915,-1.1241,130.3757,45.25
2024-10-31,159915,0.5211,129.9246,55.54
2024-11-01,159915,-1.7908,126.0263,47.05
2024-11-04,159915,2.9271,104.3332,59.4
2024-11-05,159915,4.8485,75.8325,71.07
2024-11-06,159915,-1.1561,49.0263,68.63
2024-11-07,159915,3.7337,49.3531,64.04
