date,symbol,ret_1d_pct,vol_20d_pct,rsi_14
2024-02-19,513100,,,
2024-02-20,513100,-0.1537,,
2024-02-21,513100,-1.3087,,
2024-02-22,513100,1.7161,,
2024-02-23,513100,1.3037,,
2024-02-26,513100,-0.9841,,
2024-02-27,513100,-0.1529,,
2024-02-28,513100,0.2297,,
2024-02-29,513100,-0.6875,,
2024-03-01,513100,1.6154,,
2024-03-04,513100,1.3626,,
2024-03-05,513100,-0.7468,,
2024-03-06,513100,-0.3762,,
2024-03-07,513100,-0.6798,,
2024-03-08,513100,1.673,,60.59
2024-03-11,513100,-1.4959,,54.79
2024-03-12,513100,0.3797,,61.36
2024-03-13,513100,0.6051,,58.02
2024-03-14,513100,-0.4511,,50.99
2024-03-15,513100,-0.6042,,52.74
2024-03-18,513100,0.0,16.1083,53.47
2024-03-19,513100,-0.5319,16.231,50.0
2024-03-20,513100,0.382,15.4541,54.86
2024-03-21,513100,1.7504,15.5012,55.48
2024-03-22,513100,0.0748,14.8675,49.61
2024-03-25,513100,-0.299,14.4164,52.03
2024-03-26,513100,0.5247,14.4579,56.8
2024-03-27,513100,0.0746,14.4551,61.54
2024-03-28,513100,-0.2235,14.1993,51.02
2024-03-29,513100,-0.1494,13.1278,62.5
2024-04-01,513100,0.5236,12.3408,63.41
2024-04-02,513100,-0.2976,12.0699,56.41
2024-04-03,513100,-0.9701,12.5199,51.76
2024-04-08,513100,-0.0754,12.2566,56.41
2024-04-09,513100,0.1508,10.6612,57.5
2024-04-10,513100,0.3765,9.2255,65.38
2024-04-11,513100,-0.9002,9.745,54.12
2024-04-12,513100,1.514,10.9549,52.44
2024-04-15,513100,-0.8949,11.3275,45.16
2024-04-16,513100,-2.7088,14.8,33.6
2024-04-17,513100,-0.0773,14.7967,29.41
2024-04-18,513100,-0.2322,14.7154,28.1
2024-04-19,513100,-1.9395,16.0137,23.78
2024-04-22,513100,-0.6329,14.332,22.82
2024-04-23,513100,0.2389,14.4018,20.69
2024-04-24,513100,2.3828,17.2655,35.09
2024-04-25,513100,-1.6292,17.8073,33.52
2024-04-26,513100,1.735,19.1616,41.0
2024-04-29,513100,0.6202,19.3752,42.72
2024-04-30,513100,0.077,19.3917,41.58
2024-05-06,513100,0.2309,19.287,45.08
2024-05-07,513100,0.9985,19.7011,43.01
2024-05-08,513100,0.1521,19.4347,46.59
2024-05-09,513100,-0.2278,19.4468,57.34
2024-05-10,513100,0.5327,19.5431,59.73
2024-05-13,513100,0.3785,19.5436,62.25
2024-05-14,513100,0.0,19.2646,74.6
2024-05-15,513100,0.6787,18.6264,81.1
2024-05-16,513100,1.7228,19.2937,83.67
2024-05-17,513100,-0.2209,16.2444,77.5
2024-05-20,513100,0.1476,16.2058,94.06
2024-05-21,513100,0.5158,16.1275,93.02
2024-05-22,513100,0.3666,13.8145,92.77
2024-05-23,513100,0.8766,13.3437,93.62
2024-05-24,513100,-1.6655,15.3581,74.56
2024-05-27,513100,1.1782,13.7939,75.21
2024-05-28,513100,0.4367,11.7066,76.03
2024-05-29,513100,-0.4348,11.0029,74.19
2024-05-30,513100,-1.0917,12.0115,64.39
2024-05-31,513100,-0.4415,12.2394,60.15
2024-06-03,513100,0.4435,12.2682,61.87
2024-06-04,513100,-0.2943,12.0324,57.46
2024-06-05,513100,0.8118,12.2578,53.28
2024-06-06,513100,1.9766,13.6859,63.01
2024-06-07,513100,0.0718,13.6779,62.76
2024-06-11,513100,0.0717,13.6898,61.15
